file_name,img_width,img_height,text
IX-DERM-HCP Commercial Access Display Banner_p6-24.png,480,5214,"INDICATIONS  Taltz is indicated for patients aged 6 years or older with moderate—to—severe plaque psoriasis (Ps0) who are candidates for systemic therapy or phototherapy. Taltz is also indicated for adults with active psoriatic arthritis (PsA), for adults with active ankylosing spondylitis (AS), and for adults with active non-radiographic axial spondyloarthritis (nr-axSpA) with objective signs of inﬂammation,  CONTRAINDICATIONS  Taltz is contraindicated in patients with a previous serious hypersensitivity reaction, such as anaphylaxis, to ixekizumab or to any of the excipients.  WARNINGS AND PRECAUTIONS  Infections  Taltz may increase the risk of infection, In clinical trials of adult patients with plaque psoriasis, the Taltz group had a higher rate of infections than the placebo group (27% vs 23%). A similar increase in risk of infection was seen in placebo-controlled trials of adult patients with psoriatic arthritis, ankylosing spondylitis, non- radiographic axial spondyloarthritis, and pediatric patients with plaque psoriasis. Serious infections have occurred. Instruct patients to seek medical advice if signs or symptoms of clinically important chronic or acute infection occur. If a serious infection develops, discontinue Taltz until the infection resolves.  Pre-Treatment Evaluation for Tuberculosis  Evaluate patients for tuberculosis (TB) infection prior to initiating treatment with Taltz, Do not administer to patients with active TB infection, Initiate treatment of latent TB prior to administering Taltz. Closely monitor patients receiving Taltz for signs and symptoms of active TB during and after treatment.  Hypersensitivity  Serious hypersensitivity reactions, including angioedema and urticaria (each 501%), occurred in the Taltz group in clinical trials. Anaphylaxis, including cases leading to hospitalization, has been reported in post—marketing use with Taltz. If a serious hypersensitivity reaction occurs, discontinue Taltz immediately and initiate appropriate therapy.  Inﬂammatory Bowel Disease  Patients treated with Taltz may be at an increased risk of inﬂammatory bowel disease. In clinical trials, Crohn's disease and ulcerative colitis, including exacerbations, occurred at a greater frequency in the Taltz group than the placebo group. During Taltz treatment, monitor patients for onset or exacerbations of inﬂammatory bowel disease and if IBD occurs, discontinue Taltz and initiate appropriate medical management.  Immunizations  Prior to initiating therapy with Taltz, consider completion of all age-appropriate immunizations according to current immunization guidelines. Avoid use of live vaccines in patients treated with Taltz.  ADVERSE REACTIONS  Most common adverse reactions (21%) associated with Taltz treatment are injection site reactions, upper respiratory tract infections, nausea, and tinea infections. Overall, the safety proﬁles observed in adult patients with psoriatic arthritis, ankylosing spondylitis, non—radiographic axial spondyloarthritis, and pediatric patients with plaque psoriasis were consistent with the safety proﬁle in adult patients with plaque psoriasis, with the exception of inﬂuenza and conjunctivitis in psoriatic arthritis and conjunctivitis, inﬂuenza, and urticaria in pediatric psoriasis.  Please see full Prescribing, Information and Medication Guide for Taltz. See Instructions for Use included with the device.  lX HCP lSl 07MAY2020  Taltz® is a registered trademark owned or licensed by Eli Lilly and Company, its subsidiaries, or afﬁliates.  PP—IX»US-5292 03/2022 ©Lilly_ USA LLC 2022. All rigm  reserved."
IX-DERM-HCP Commercial Access EHR Banner_p0-40.png,480,1800,"taltz'  TVWT  T 1T, T T liTT 80mg/mL  In PsO: Taltz has the best access in the |L-17A antagonist class*  *Based on the number of covered lives across commercial and Part D plans.  Not a guarantee of coverage or payment [partial or full]. Click for additional tormulary plan information  LEARN MORE  Data on file. Lilly USA, LLC. DDF—lX—US-0297.  Indications and Important Safety Information  INDICATIONS  Taltz is indicated for patients aged 6 years or older with moderate-to-severe plaque psoriasis who are candidates for systemic therapy or phototherapy. Taltz is also indicated for adults with active psoriatic arthritis (PsA), for adults with active ankylosing spondylitis (AS), and for adults with active non- radiographic axial spondyloarth-ritis (nr- axSpA) with"
IX-DERM-HCP Commercial Access EHR Banner_p1-4.png,930,789,"In P50: Taltz has the  best access in the lL-17A antagonist class*  *Based on the number of covered lives across commercial and Part D plans.  Not a guarantee of coverage or payment [partial or full]. Click for additional formulary plan information  LEARN MORE  Data on file. Lilly USA, LLC. DOF-lX-US—0297.  Indications and Important Safety Information  INDICATIONS  Taltz is indicated for patients aged 6 years or older with moderate- to- -severe plaque psoriasis who are candidates for systemic therapy or phototherapy. Taltz' Is also indicated for adults with active"
IX-DERM-HCP Commercial Access EHR Banner_p2-8.png,2184,270,"4‘ In PSO: Ta ltz has the best access Indications and Important Safety Information ta lt Z in the |L—17A antagonist class* INDICATIONS  1 ""1’7”.igtj'l' it i Not a guarantee of coverage or payment [partial or full]. Click for additional formulary plan information Taltz is indicated for patients aged 6 years or older with  i L T 1 ii *stped 53th: number of covered lives across commercial LEARN MORE moderate-to-severe plaque psoriasis who are an ar P anS- candidates for systemic therapy or phototherapy. Taltz  80m v’mL - - . . . . . . . . . . . . g, Data °"" f'le' L'uy USA' LLC‘ DUF Ix US 0297' IS also IndIcated for adults WIth actIve sorIatIc arthrItIs"
IX-DERM-HCP Commercial Access EHR Banner_p4-16.png,475,4562,"INDICATIONS  Taltz is indicated for patients aged 6 years or older with moderate-to-severe plaque psoriasis who are candidates for systemic therapy or phototherapy. Taltz is also indicated for adults with active psoriatic arthritis (PsA), for adults with active ankylosing spondylitis (AS), and for adults with active non— radiographic axial spondyloarthritis (nr-axSpA) with objective signs of inﬂammation.  CONTRAINDICATIONS  Taltz is contraindicated in patients with a previous serious hypersensitivity reaction, such as anaphylaxis, to ixekizumab or to any of the excipients.  WARNINGS AND PRECAUTIONS  Infections  Taltz may increase the risk of infection. In clinical trials of adult patients with plaque psoriasis, the Taltz group had a higher rate of infections than the placebo group (27% vs 23%). A similar increase in risk of infection was seen in placebo-controlled trials of adult patients with psoriatic arthritis, ankylosing spondylitis, non— radiographic axial spondyloarthritis, and pediatric patients with plaque psoriasis. Serious infections have occurred. Instruct patients to seek medical advice if signs or symptoms of clinically important chronic or acute infection occur. If a serious infection develops, discontinue Taltz until the infection resolves.  Pre-Treatment Evaluation for Tuberculosis  Evaluate patients for tuberculosis (TB) infection priorto initiating treatment with Taltz. Do not administer to patients with active TB infection. Initiate treatment of latent TB prior to administering Taltz. Closely monitor patients receiving Taltz for signs and symptoms of active TB during and after treatment.  Hypersensitivity  Serious hypersensitivity reactions, including angioedema and urticaria (each <0.1%), occurred in the Taltz group in clinical trials. Anaphylaxis, including cases leading to hospitalization, has been reported in post-marketing use with Taltz. If a serious hypersensitivity reaction occurs, discontinue Taltz immediately and initiate appropriate therapy.  Inﬂammatory Bowel Disease  Patients treated with Taltz may be at an increased risk of inﬂammatory bowel disease. In clinical trials, Crohn’s disease and ulcerative colitis, including exacerbations, occurred at a greater frequency in the Taltz group than the placebo group. During Taltz treatment, monitor patients for onset or exacerbations of inﬂammatory bowel disease and if IBD occurs, discontinue Taltz and initiate appropriate medical management.  Immunizations  Prior to initiating therapy with Taltz, consider completion of all age-appropriate immunizations according to current immunization guidelines. Avoid use of live vaccines in patients treated with Taltz.  ADVERSE REACTIONS  Most common adverse reactions (21%) associated with Taltz treatment are injection site reactions, upper respiratory tract infections, nausea, and tinea infections. Overall, the safety proﬁles observed in adult patients with psoriatic arthritis, ankylosing spondylitis, non-radiographic axial spondyloarthritis, and pediatric patients with plaque psoriasis were consistent with the safety proﬁle in adult patients with plaque psoriasis, with the exception of inﬂuenza and conjunctivitis in psoriatic arthritis and conjunctivitis, inﬂuenza, and urticaria in pediatric psoriasis.  Please see full Prescribing, Information and Medication Guide for Taltz. See Instructions for Use included with the device.  IX HCP ISI 07MAY2020  Taltz® is a registered trademark owned or licensed by Eli Lilly and Company, its subsidiaries, or afﬁliates.  PP-IX—US-5196 12/2021 ©Lilly USA LLC 2021. All rigm  reserved."
IX-HCP - DERM Animated 1 Frame Banner_2020_p0-6.png,1200,1280,PP-lX—US—3859 160x600 %     H2  Discover what Taltz can do for your moderate- severe P50 patients  mm mm. >        Im'portant Safety In ormation  m: ‘s intimated for pztwem‘s aged 5 years or older with mnderatelur severe quue psnnasws (P50) w a are candidates for systemic therap m  phulul erapy mu ‘5           PPr‘XVUSr3859 (Z Lllly USA‘ LLC 2020 All rlgms reserved Lam modlﬁed Thu Aug 20 202016 47 21
IX-HCP - DERM Animated 1 Frame Banner_2020_p1-10.png,1200,1280,"PP-lX—US—3859 300x250 %     Discover what Taltz can do for your moderate-severe P50 patients  taItVE  m' Hm"" mmxmnz > 50an m  mammal""; Inlnmuﬂan  IndiKations and Important Safety Infor ation  m: ‘s dwzated for p an aged 6 years or                 PPr‘XVUSr3859 (Z Lllly USA‘ LLC 2020 All rlgms reserved Las( modlﬁed Thu Aug 20 202016 47 21"
IX-HCP - DERM Animated 1 Frame Banner_2020_p2-14.png,1200,1280,"PP-lX—US—3859 300x600     PPriXVUSr3859 (Z Lllly USA‘ LLC 2020 All rlgms reserved  s’l‘ taltz Hx’ imai’v: iiiie BDmg/mL  Discover what Taltz can do  for your moderate-severe PsO patients  THINK TALTZ. >  Prewiihhg IMnmuﬂan           IndiKatiops and Important Safety Information  Taiu is indizated for patients aged 5 years or older with mnderatelarsevere piaque psnriasis (P50) who are candidates fur systemit therapy or phututhemgy, rain is aisa imitated iar adults with a( we psariatic anmms ipsAi, iar adults with a( e an iasmg spandyhlis 1‘ i. and iar adults mm ac Ive numradiaﬁraphlc axial spandyiaannnus (WraxVSpA! w. n ahiedwe signs ai inﬂammalmn             Lasi modlﬁed Thu Aug 20 202016 47 21"
IX-HCP - DERM Animated 1 Frame Banner_2020_p3-18.png,1200,1280,"PP-lX—US—3859 728x90 %        5‘ pmm Immanhn  taltZ D'SWVE"" What Tam can IndiKations and Important Safety  NW do Var your moderate- Information  .lmm severe P50 pauems m: ‘s intimated for patients aged 6 years or oldeg with mnderatemrsevege p‘aque     PPr‘XVUSr3859 (Z Lllly USA‘ LLC 2020 All rlgms reserved Las( modlﬁed Thu Aug 20 202016 47 21"
IX-HCP - DERM Animated 1 Frame Banner_2020_p4-22.png,1200,1280,"3P—IX—US—3859 FHH \mpor           In at us and Impmam Safety Invoyma: yy  rayu ys yymyeayem ymypayyeyys mmem 5 years my mymey Wm. yymmeyaye mesa/ere plaque pwnasls ypsoy mm aye eaymymayes my sysyeyyye yyeymny my pymymyyeyavy my: y; aysm yymyyayem my ammys Wm. aeyve psnnau: ayyyyyyys (m), my mum my amve aykymsyyg spandyhus may. aym my mum with amve nnnyradmgranmc aayay spaymyymamyyys yyyaxsyyAy mm nh‘zmve Slgns L7! yynayyyyayymy  cauYRAmmUmaus  rayu ys emyyyyayymyeayem yy payyeyys way a Dvevmus seyymyys yyneyseysyyymyyy yeaeymy, sum as ayapnyyaays. m Ixekyzumab my m ayy my yye exdplems  wuumcs AND Pnsuumous Inlenlnns  rayu may mcmase yye nsk my yyyyeeymyy yyy yyyyyeay yyyaysmy ammyy pauenvs m0! mamas msmyasys. the ram gmuv had a mqher yaye myyyyeyyymysyyay me Mamba mymmv aw. v5 22m A syyyyyay yyyyyease yy nsk myyyyeyyymyy was seey yy [Mamba mmyyamuem may; my adu‘t payyeyyys wyyy 9901mm anyyyyys. aykyymsyym spmymyyyyys, Rune yamquyapyym axyay Snundykmnmmsy and Dzmatm vayyeyyys my maqme psmyyasys seyymyys yyyeeyymyys yave memmyyea yysyymey Dauems m seek yyemyea: ammyee y sygyys my symmoms my yyyyyyauy Impnnant yyymyyy my aemye yyyeeyymyy memmy y a Serums yyyeyyymy develuvsy mysemyyyyyyerayu urml yye \Mzmon msmvzs  Premakmem Ev-lu-tlnn nay mum-amen.  Evamate pausntsfnrtuhzrm‘ns‘s rm yyyyeeymyy pyymyym yyyyyayyym yyeayayeyyy wyyyrayu Du ymy aayyyyysyey ym vayyeyyys mm amveTB yyyeeyymyy Iyyyyaye yyeayyyyeyymy latemYB Dnurw auyyyyyysyeyyyg yayu cymseyy yymyyymy vayyeyyys yeeeyvyyq rayu ymy symys aym symvmms my aeyyme m mum; and ayyeyyaeayyyeyyy  uvpmayyuumy  seymyys hYDEVSmsmvuy leamnns. yyyymmyyym ayymymemeyya aym mmeayya yeaey SD my, meyyyyem yy yyerayu mymmv yy zhmal mals Ayapyyyaxys, mduqu eases yeauyyg m hnspnahzatmn, has meey yepmyyem yyy pastymarkemng use mm Yam yya seymyys hyDEMnsmvyly Radian mums, mysemyyyyyyerayu yyyyyemyayeyy aym yyyyyaye mvpympyyaye yyeyapy  Innayyyyyeymry lawel Elle-i:  payyeyys yyeayem my ram may he ay ay yyyyyemsem nsk my Inﬂammamly amweymysease mdwza‘ma‘s,cmhn'§ mysease aym ukerauve (ohms. yyyymmyyym exmeemayymys, memmyyea my a qyeayeyymmyyeyey yy yye yayyz gmuv may yye playeam gmup uuyyym ram Kreslmenn yymyyymy vayyeyyys my mysey my exaeemmyymys myyynayyyyaymyy mmwey mysease and y m) nzcurs, dxsknntmue ram aym  y yyaye mwympyyaye yyemyma: yyaymmeyyeyy  Iyyyyyyayyuzyaumyya  pyymy ym yyyyyyayyym yyeymny wmy ram, emysymey ymyypyeyymyy at an agzyawmpnate yyyyymyyzayymyys aeymymyym ym emyyeyy yyyyyyyyyyzayymy mmymeyyyyes mm use my We maemyyes yy payyeyyys yyeayem wyyyrayu  Anvsnss “Anions  Must emyyyymyy adverse yeaeymyys (21m assmeyayea mm rayuyyeayyyeyy aye m‘zmun SM reatunnsy mnvey yespyyamyyyyaey \Mzmnns. nausea, aym yyyea mledmns Overs“, yye samy mymmes ubserved yy adu‘t payyeyyys mm psnnau: armrms, ankylusmg Smmdylmsy nnne yamquyapyym axyay Snundykmnmmsy and Dzmatm vayyeyyys my maqme psmyyasys weye emysysyeyyy with yyye smyery pymme yy ammn pauems my mamas msmyyasys. mm yye eaeepyymy my yyyymeyyza aym emymyyyyyvyyys yy pamyyayye anyyyyys and (nmunwvms, yymyeyza, aym mmeayya yy Dematm mmyasys  Fellini“: ”Gum yya yyyyayyaaay. and Mad mane ""Bee—emmmyyymyu- ammaa y... oyememyae  IX m ys: mMmuzn  raw ys a yemysyeyem Irademavk mwyea my yyeeysea by my my aym Cnmpanyy n5 suasymyayyes and aﬂmates  pp yx US$559 oa/znzm  mm W, chnzn  may“. roan/5d     5.9,,           \,' My;  PPJXVUNPSGQ L yUSA LLC ”NV/‘7 A NIH: re<ened     rm Ni,  ﬂ  L34 mod ﬂed TH AL (I 7‘7 7mm  y)  47  m"
IX-HCP-DERM #1 Prescribed Access Display Banner_p0-28.png,600,500,"talt‘E Taltz is the #1 prescribed  (ixekizumab) lﬂjBCIiOﬂ 80mg/mL  lL-17A antagonist in dermatology‘  ‘l-aod a. u. um...“ Ind rummmmm nﬂul— .1 mum. m. n u u  LEARN MORE A mats?” v        Indications and Important safety Information  INDICATIONS  Taltz is indicated for patients aged 6 years or older with moderate- to-severe plaque psoriasis (Ps0) who are candidates for systemic therapy or phototherapy. Taltz is also indicated for aduits with  active psoriatic arthritis (PsA), for aduits with active ankylosing"
IX-HCP-DERM #1 Prescribed Access Display Banner_p1-4.png,600,1200,"[t  talt‘l'z‘  (ixeklzumab) IHJBCIlOﬂ 80 mg/mL  Taltz is the #1 prescribed lL-17A antagonist in dermatology“  'k—dmmmmlﬂmmonn, mmdmmt-nm  LEARN MORE  on. on In. Lily uu, m: not-1mm”        ] I, anmmammmﬂm INDICATIONS  Taltz is indicated for patients aged 6 years or older with moderate- tc-severe plaque psoriasis (F’sO) who are candidates for systemic therapy or phototherapy. Taltz is also indicated for adults with active psoriatic arthritis (PsA), for adults with active ankylosing spondylitis (AS), and for adults with active non-radiogvaphic axial spondyloaythritis (nr—axSpA) with objective signs of inflammation.  CONTRAINDICATIONS  Taltz is contraindicated in patients with a previous serious hypersensitivity reaction, such as anaphylaxis, to ixekizumab or to any of the excipients.  WARNINGS AND PRECAUTIONS"
IX-HCP-DERM #1 Prescribed Access Display Banner_p2-8.png,285,844,"mmcmons  m ‘5 mm «gr vaums am a m; V gag W mass]? mm yaw pm“ rbya} w m mum 09' system may a many mu ‘5 3‘; mum «x mm W am We 3M5 (my mm W mwe sums“ Wm; M m «a Ms W am pm rsd‘wvaﬂ‘c m mamms «@st) W gum“ 3g""; Mmﬂanrranun  courmumcmans  mu ‘5 ma M12151 m mm W a mm in“; WWW reenter! w asanapnym m nkmmah m any Mme mums  wARnIuns m) PREcAunnns mm"";  Yarn: maymmasemgnskuhmmnn m mm mmsmaﬂuh mm W Value Wm maYanz W; m a my Vale m mm""; m «paw WW \m y; 21%) “my muse m M Mvﬂemm WSW m ummm m MWWWW “WWW“ WWW (""mm W magnum: m wmmms m mm: mm W uaqhemas‘s Senmsmmmsham named mm mm m a ""emu! Wag um mmm m :hmuly mm mmmwmmm mm m: lemmas"" mm; mm“ m: mm mm"" msmvrs mmnmem Mum (av mhmum  mm pagans mummy; ('31 Macaw mum m :IAW wealmenl W mu Du m mmw mm W mm mm w“mammangmmwmmmnn Tm cmy mama mm mm mu m Eansam 5mm; mee m duunw w my mu Hyvelsensmvlly  Smauswmww resnnns mm i’wmajam: m ummmsa my mum Wemugmmhmm Anavhyb-u: ‘nm‘ngﬂmm m mmmm rag mm ,w m vnsvmarkum n; W Tau “5m; nymhmlyreaﬂunumrs d‘smvwmn a»: «mummy arm mm wwummmy  Mmmm Enwel Disease  Pumas mm W m: may be m mused m m WWW hm “as. M mm; Cmnsd‘seasaand u‘wzuvtmhns mm mm; mm “3ng «WWW mm mm"" m wmnwwv 9mm vealmenl WW mm; M M m mmmw Mammal”, hm aseassand mac MM Mummy: and mag wow: mad‘ca‘ “lineman!  ‘mumms  m m m uaunﬁ WWW mu mm mam“ mau mama”; ‘mmms mm m curvy“ ‘nvmmzzwn gumehna Ma “Q m Mme“ m Dawn‘s awe W Van  Anvznsz REAEYIOMS  M mm adage Michel‘s mm wag W W mmmmmm m 'umms awepespnmvm mm; ""am and ma mam Ovmn m safely Pmﬂg “W m mums Wmamms ang 5mm nmmﬂwfabmcanm spmmm; and mm mm wh‘ ﬂame mm m 3mm W mg'sypmﬂem mm mm; W v‘iﬁuavﬁmﬂs W the 912mm! M‘Mumza am m'v‘umﬂvms m min: mm and WWW Wm 11 “mm Mum: vsnnags Please 5m... Puma 1m.“ m1 mm cm. «man, 5mm; w. ""gm-1.1.4 mm a“ «m  W HCP \sw mwmn  m? g; wmmmem mad yum bya Wm pp Us wxanzmzwx um Lchrm AH nu m"
IX-HCP-DERM Access Display Banner Ad 2020_p0-6.png,1200,1280,PP-lX—US—4325 W60X600     PPVIXVUSA325 © Lllly USA‘ LLC 2020 All Ilghts IeServed        taltz (Newman: mecuun  THE TALTZ CLEAR ACCESS PROGRAM'  ENSURE THE TREATMENT CHOICE sTAvs BETWEEN mu 8. VOUR PATIENT  EXPANDED COMMERCIAL COVERAGE  Mare commerciaI insurance pIans than ever are aﬂering TaIu‘  GET PATIENTS STARTED  ‘mmm humans was Yam: .m mm m [Mmﬂe ulyusA up nor IX usnzAx  m m. mm mm mm mm“.        Last modlﬂed FII Oct 30 202015 49 31
IX-HCP-DERM 17 vs 23 Banner - 2022_p0-95.png,480,1800,"taltzm  Iixekizumab Iijection 80 mg/mL  See how this lL-17A  antagonist performed        mum INDICATIONS AND IMPORTANT SAFETY INFORMATION  Taltz is indicated for patients aged 6 years or older with moderate-to-severe plaque psoriasis IszOj: who are candidates for systemic therapy or phototherapy Taltz is also indicated for adults with active psoriatic arthritis (PsA), for adults with active ankylosing spondylitis iAS‘I and for adults with"
IX-HCP-DERM Access Display Banner Ad 2020_p1-10.png,1200,1280,"PP-lX—US—4325 300x250     PPVIXVUSJJ325 © Lllly USA‘ LLC 2020 All llghts leserved        taltz THE TALn CLEAR  \Ixzkwmam  ""WV ACCESS FROGRAM‘  ENSURE THE TREATNENT CHO‘CE STAYS BETWEEN YOU 8- VOUR PMT‘ENT EXPANDED COMMERCWL COVERAGE More mmmemaT insurance plans than ever are unenng Tahzl  GET PATIENTS STARTED  ‘mmm humans nth-ﬁnd Yevmsam WWW 1 M m we ﬂy nu up nnr \X uwlx        Last madlﬂed F"" Oct 30 202015 49 31"
IX-HCP-DERM Access Display Banner Ad 2020_p2-14.png,1200,1280,"PP-IX—US—4325 300x600     PPVIXVUSJJ325 © LIIIy USA, LLC 2020 All ""ng leserved        talt'z (IXeKIZumab) INISCIIOII  rm m M mw mum  THE TALTZ CLEAR ACCESS PROGRAM“  ENSURE THE TREATMENT CHOICE STAYS BETWEEN YOU & YOUR PATIENT  EXPANDED COMMERCIAL COVERAGE  More commercial insurance plans than ever are offering Taltz1  GET PATIENTS STARTED  ‘Dmnmmem humans nth-ﬁnd mm WWW l M m ﬁIe My us. up nnr IX uwlx  rm.~.m.mmmam.m ""mmxmmmlyuunmmmumrm um:        Last mcdlﬂed F"" Oct 30 2020154931"
IX-HCP-DERM Access Display Banner Ad 2020_p3-18.png,1200,1280,"PP-lX—US—4325 3T OX263     PPVIXVUSJJ325 © Lllly USA‘ LLC 2020 All llghts leserved        .9 Tﬂlfém THE TALn CLEAR  “Wm"" ACCESS PROGRAM'  ENSURE THE TREATMENT CHOTCE STAVS BETWEEN VOU K VOUR PATIENT EXPANDED COMMERCTAL COVERAGE More commercTaT insurance plans than ever are cffermg Taltz‘  an PATIENTS STARTED  ‘mmm humans nth-ﬁnd mm WWW 1 M m we ﬂy nu up nnr TX uwlx        Last madlﬂed Ell Oct 30 202015 49 31"
IX-HCP-DERM Access Display Banner Ad 2020_p4-22.png,1200,1280,PP-lX—US—4325 320x50 %           ‘ah‘i m: mm mm mass Pnnnnm‘           PPr‘XVUSr4325 © Lllly USA LLC 2020 All rlgms reserved Last modlﬂed Frl Oct 30 202015 49 31
IX-HCP-DERM Access Display Banner Ad 2020_p5-26.png,1200,1280,PP-lX—US—4325 728x90        ‘9 THE TALTZ CLEAR ACCESS PROGRAM‘ taltz  mgwa“       Vsatvw um mmmmm mm          um.”MVHEMNMMMQWW wwwﬁmzmmwunmzm ”Imam.  Mme commercia‘ msurance wan: than ever we oﬂevmg mm mmmmwm. hummmm.  an PATIENTS STARTED        PPVIXVUSA325 © Lllly USA LLC 2020 All rlgms reserved  Last modlﬂed Frl Oct 30 202015 49 31
IX-HCP - DERM Animated Banner PASI100_2020_p0-115.png,480,1800,taltz  (meMzwnab)  imedmn 80 mg/mL  Learn more  s4“
IX-HCP - DERM Animated Banner PASI100_2020_p1-4.png,480,1800,"taltz  (mohzwnab)  imedmn 80 mg/mL  aboutthe  first and only |L17A  antagonist  a?”  Prescribing Information  INDICATION AND IMPORTANT SAFETY INFORMATION  Taltz is indicated for adults with active psoriatic arthritis (PsA), for adults with active ankylosing spondylitis (AS), and for adults with active non- radio graphic axial spondyloarthritis (nr- axSpA) tive signs of"
IX-HCP - DERM Animated Banner PASI100_2020_p2-8.png,480,1800,"taltz  (mehzlwnab)  imedbn 80 mg/mL  with PASI 100 included in the prescribing  information for PsO.  Prescribing Information  INDICATION AND IMPORTANT SAFETY INFORMATION  Taltz is indicated for adults with active psoriatic arthritis (PsA), for adults with active ankylosing spondylitis (AS), and for adults with active non- radiographic axial spondyloarthritis (nr-axSpA) with objective signs of"
IX-HCP - DERM Animated Banner PASI100_2020_p3-12.png,480,1800,"taltz  (mehzlwnab)  imedmn 80 mg/mL  Think efficacy. Think Taltz.  x’z‘  Prescribing Information  INDICATION AND IMPORTANT SAFETY INFORMATION  Taltz is indicated for adults with active psoriatic arthritis (PsA), for adults with active ankylosing spondylitis (AS), and for adults with active non- radiographic axial spondyloarthritis (nr-axSpA) with objective signs of"
IX-HCP - DERM Animated Banner PASI100_2020_p4-16.png,900,750,talt‘E“  (ixekizumab) lﬂjeC’UOﬂ 80mg/mL  Learn more  x?“
IX-HCP - DERM Animated Banner PASI100_2020_p5-20.png,900,750,"talt‘E“  (ixekizumab) Injection 80mg/mL  about the first and only  lL-17A antagonist  INDICATION AND IMPORTANT SAFETY INFORMATION  Taltz is indicated for adults with active psoriatic arthritis (PsA), for adultsrwith active ankylosingrsrpondyrlitis (AS)! and for 7"
IX-HCP - DERM Animated Banner PASI100_2020_p6-24.png,900,750,"taltz  (ixekizumab) injection 80 mg/mL  with PASI 100 included in the prescribing information for Ps0.  Prescribing Information  INDICATION AND IMPORTANT SAFETY INFORMATION  Taltz is indicated for adults with active psoriatic arthritis (PsA), for adultsrwith active ankylosingrspondyrlitis (AS)! and for 7"
IX-HCP - DERM Animated Banner PASI100_2020_p7-28.png,900,750,"taltz  (ixekizumab) injection 80 mg/mL  Think efficacy. Think Taltz.  Prescribing Information  INDICATION AND IMPORTANT SAFETY INFORMATION  Taltz is indicated for adults with active psoriatic arthritis (PsA), for adultsrwith active ankylosingspondyiitis (AS)! and for 7"
IX-HCP - DERM Animated Banner PASI100_2020_p9-36.png,900,1800,"taltz  (ixekizumab)  injection 80 mg/mL  about the first  and only lL-17A antagonist  @  Prescribing Information  INDICATION AND IMPORTANT SAFETY INFORMATION  Taltz is indicated for adults with active psoriatic arthritis (PsA), for adults with active ankylosing spondylitis (AS), and for adults with active non-radiographic axial spondyloarthritis (nr- axSpA) with objective signs of inflammation. Taltz is also indicated for patients aged 6 years or older with moderate-to— severe plaque psoriasis (PsO) who are candidates for systemic therapy or phototherapy.  CONTRAINDICATIONS  Taltz is contraindicated in patients with a previous serious hypersensitivity reaction, such as anaphylaxis, to ixekizumab"
IX-HCP - DERM Animated Banner PASI100_2020_p10-40.png,900,1800,"taltz  (ixekizumab)  injection 80 mg/mL  with PASI 100 included in the prescribing information for PsO.  Prescribing Information  INDICATION AND IMPORTANT SAFETY INFORMATION  Taltz is indicated for adults with active psoriatic arthritis (PsA), for adults with active ankylosing spondylitis (AS), and for adults with active non-radiographic axial spondyloarthritis (nr- axSpA) with objective signs of inflammation. Taltz is also indicated for patients aged 6 years or older with moderate-to- severe plaque psoriasis (PsO) who are candidates for systemic therapy or phototherapy.  CONTRAINDICATIONS  Taltz is contraindicated in patients with a previous serious hypersensitivity reaction, such as anaphylaxis, to ixekizumab U"
IX-HCP - DERM Animated Banner PASI100_2020_p11-44.png,900,1800,"taltz  (mehzlwnab)  imedmn 80 mg/mL  Think efficacy. Think Taltz.>  x’r‘  Prescribing Information  INDICATION AND IMPORTANT SAFETY INFORMATION  Taltz is indicated for adults with active psoriatic arthritis (PsA), for adults with active ankylosing spondylitis (AS), and for adults with active non-radiographic axial spondyloarthritis (nr- axSpA) with objective signs of inflammation. Taltz is also indicated for patients aged 6 years or older with moderate-to- severe plaque psoriasis (PsO) who are candidates for systemic therapy or phototherapy.  CONTRAINDICATIONS  Taltz is contraindicated in patients with a previous serious hypersensitivity reaction, such as anaphylaxis, to ixekizumab     U"
IX-HCP - DERM Animated Banner PASI100_2020_p12-48.png,2184,270,takllt‘l'z‘g (83;) Learn more
IX-HCP - DERM Animated Banner PASI100_2020_p13-52.png,2184,270,"Prescribing Information      talt‘E‘ ' INDICATION AND IMPORTANT SAFETY (ixekizumab) abOUt the ﬁrst a.nd only INFORMATION lﬁjSCthﬂ I L- 1 7A a ntago n '51: Taltz is indicated for adults with active psoriatic arthritis  .Botmg/mL  (PsA), for adults with active ankylosing spondylitis (AS), and for adults with active non-radioHrahic axial sond loarthritis"
IX-HCP - DERM Animated Banner PASI100_2020_p14-56.png,2184,270,"taltz with PAS| 100 included in the INDICATION AND IMPORTANT SAFETY ‘  (Ixekizumab> . . . . INFORMATION W0“ prescrlblng Informatlon for PsO. TamIsindicatedforadunswnhactivepsoriaﬁcanhmis  8° ""‘g/mL (PsA), for adults with active ankylosing spondylitis (AS), and for adults with active non-radio-nrahic axial sond Ioarthritis I A"
IX-HCP - DERM Animated Banner PASI100_2020_p15-60.png,2184,270,"Prescribing Information  . . . INDICATION AND IMPORTANT SAFETY Uxekizumab) Thlnk effIcacy. Thlnk TaltZ. > INFORMATION  £13?ng Taltz is indicated for adults with active psoriatic arthritis  (PsA), for adults with active ankylosing spondylitis (AS), and for adults with active non-radicaorahic axial sond loarthritis I  talt‘E"
